Year,Region,Race or Ethnicity,Sex,Age Group,Opioid Poisoning Deaths
2012,ROS,Not Stated,F,<1,0
2012,ROS,Not Stated,F,35-44,1
2012,ROS,Not Stated,F,Total,1
2012,ROS,Not Stated,M,9-Jan,0
2012,ROS,Not Stated,M,19-Oct,0
2012,ROS,Not Stated,M,20-24,0
2012,ROS,Not Stated,M,45-54,0
2012,ROS,Not Stated,M,55-64,0
2012,ROS,Not Stated,M,65-74,0
2012,ROS,Not Stated,M,75-84,0
2012,ROS,Not Stated,M,85+,0
2012,ROS,Not Stated,M,<1,0
2012,ROS,Not Stated,M,25-34,1
2012,ROS,Not Stated,M,35-44,1
2012,ROS,Not Stated,M,Total,2
2012,ROS,Other Non Hispanic,F,9-Jan,0
2012,ROS,Other Non Hispanic,F,19-Oct,0
2012,ROS,Other Non Hispanic,F,20-24,0
2012,ROS,Other Non Hispanic,F,25-34,0
2012,ROS,Other Non Hispanic,F,35-44,0
2012,ROS,Other Non Hispanic,F,45-54,0
2012,ROS,Other Non Hispanic,F,55-64,0
2012,ROS,Other Non Hispanic,F,65-74,0
2012,ROS,Other Non Hispanic,F,75-84,0
2012,ROS,Other Non Hispanic,F,85+,0
2012,ROS,Other Non Hispanic,F,<1,0
2012,ROS,Other Non Hispanic,F,Total,0
2012,ROS,Other Non Hispanic,M,9-Jan,0
2012,ROS,Other Non Hispanic,M,19-Oct,0
2012,ROS,Other Non Hispanic,M,25-34,0
2012,ROS,Other Non Hispanic,M,45-54,0
2012,ROS,Other Non Hispanic,M,55-64,0
2012,ROS,Other Non Hispanic,M,75-84,0
2012,ROS,Other Non Hispanic,M,85+,0
2012,ROS,Other Non Hispanic,M,<1,0
2012,ROS,Other Non Hispanic,M,65-74,1
2012,ROS,Other Non Hispanic,M,20-24,2
2012,ROS,Other Non Hispanic,M,35-44,4
2012,ROS,Other Non Hispanic,M,Total,7
2012,ROS,White Non Hispanic,F,9-Jan,0
2012,ROS,White Non Hispanic,F,19-Oct,0
2012,ROS,White Non Hispanic,F,<1,0
2012,ROS,White Non Hispanic,F,85+,1
2012,ROS,White Non Hispanic,F,75-84,3
2012,ROS,White Non Hispanic,F,65-74,8
2012,ROS,White Non Hispanic,F,20-24,19
2012,ROS,White Non Hispanic,F,35-44,44
2012,ROS,White Non Hispanic,F,25-34,49
2012,ROS,White Non Hispanic,F,55-64,53
2012,ROS,White Non Hispanic,F,45-54,64
2012,ROS,White Non Hispanic,F,Total,241
2012,ROS,White Non Hispanic,M,9-Jan,0
2012,ROS,White Non Hispanic,M,<1,1
2012,ROS,White Non Hispanic,M,75-84,2
2012,ROS,White Non Hispanic,M,85+,2
2012,ROS,White Non Hispanic,M,65-74,8
2012,ROS,White Non Hispanic,M,19-Oct,12
2012,ROS,White Non Hispanic,M,55-64,56
2012,ROS,White Non Hispanic,M,20-24,64
2012,ROS,White Non Hispanic,M,35-44,104
2012,ROS,White Non Hispanic,M,45-54,117
2012,ROS,White Non Hispanic,M,25-34,150
2012,ROS,White Non Hispanic,M,Total,516
2013,NYC,Black Non Hispanic,F,9-Jan,0
2013,NYC,Black Non Hispanic,F,19-Oct,0
2013,NYC,Black Non Hispanic,F,65-74,0
2013,NYC,Black Non Hispanic,F,75-84,0
2013,NYC,Black Non Hispanic,F,85+,0
2013,NYC,Black Non Hispanic,F,<1,0
2013,NYC,Black Non Hispanic,F,20-24,3
2013,NYC,Black Non Hispanic,F,25-34,3
2013,NYC,Black Non Hispanic,F,35-44,3
2013,NYC,Black Non Hispanic,F,55-64,10
2013,NYC,Black Non Hispanic,F,45-54,12
2013,NYC,Black Non Hispanic,F,Total,31
2013,NYC,Black Non Hispanic,M,9-Jan,0
2013,NYC,Black Non Hispanic,M,75-84,0
2013,NYC,Black Non Hispanic,M,85+,0
2013,NYC,Black Non Hispanic,M,<1,0
2013,NYC,Black Non Hispanic,M,20-24,1
2013,NYC,Black Non Hispanic,M,25-34,1
2013,NYC,Black Non Hispanic,M,19-Oct,2
2013,NYC,Black Non Hispanic,M,65-74,4
2013,NYC,Black Non Hispanic,M,35-44,6
2013,NYC,Black Non Hispanic,M,45-54,16
2013,NYC,Black Non Hispanic,M,55-64,17
2013,NYC,Black Non Hispanic,M,Total,47
2013,NYC,Hispanic,F,9-Jan,0
2013,NYC,Hispanic,F,75-84,0
2013,NYC,Hispanic,F,85+,0
2013,NYC,Hispanic,F,<1,0
2013,NYC,Hispanic,F,19-Oct,1
2013,NYC,Hispanic,F,65-74,1
2013,NYC,Hispanic,F,20-24,3
2013,NYC,Hispanic,F,35-44,7
2013,NYC,Hispanic,F,55-64,9
2013,NYC,Hispanic,F,45-54,11
2013,NYC,Hispanic,F,25-34,12
2013,NYC,Hispanic,F,Total,44
2013,NYC,Hispanic,M,9-Jan,0
2013,NYC,Hispanic,M,19-Oct,0
2013,NYC,Hispanic,M,75-84,0
2013,NYC,Hispanic,M,85+,0
2013,NYC,Hispanic,M,<1,0
2013,NYC,Hispanic,M,20-24,5
2013,NYC,Hispanic,M,65-74,5
2013,NYC,Hispanic,M,55-64,18
2013,NYC,Hispanic,M,25-34,22
2013,NYC,Hispanic,M,35-44,24
2013,NYC,Hispanic,M,45-54,37
2013,NYC,Hispanic,M,Total,111
2013,NYC,Not Stated,F,9-Jan,0
2013,NYC,Not Stated,F,19-Oct,0
2013,NYC,Not Stated,F,20-24,0
2013,NYC,Not Stated,F,25-34,0
2013,NYC,Not Stated,F,75-84,0
2013,NYC,Not Stated,F,85+,0
2013,NYC,Not Stated,F,<1,0
2013,NYC,Not Stated,F,35-44,1
2013,NYC,Not Stated,F,45-54,1
2013,NYC,Not Stated,F,55-64,1
2013,NYC,Not Stated,F,65-74,1
2013,NYC,Not Stated,F,Total,4
2013,NYC,Not Stated,M,9-Jan,0
2013,NYC,Not Stated,M,19-Oct,0
2013,NYC,Not Stated,M,25-34,0
2013,NYC,Not Stated,M,75-84,0
2013,NYC,Not Stated,M,85+,0
2013,NYC,Not Stated,M,<1,0
2013,NYC,Not Stated,M,20-24,1
2013,NYC,Not Stated,M,65-74,1
2013,NYC,Not Stated,M,35-44,2
2013,NYC,Not Stated,M,45-54,4
2013,NYC,Not Stated,M,55-64,5
2013,NYC,Not Stated,M,Total,13
2013,NYC,Other Non Hispanic,F,9-Jan,0
2013,NYC,Other Non Hispanic,F,19-Oct,0
2013,NYC,Other Non Hispanic,F,20-24,0
2013,NYC,Other Non Hispanic,F,25-34,0
2013,NYC,Other Non Hispanic,F,35-44,0
2013,NYC,Other Non Hispanic,F,65-74,0
2013,NYC,Other Non Hispanic,F,75-84,0
2013,NYC,Other Non Hispanic,F,85+,0
2013,NYC,Other Non Hispanic,F,<1,0
2013,NYC,Other Non Hispanic,F,45-54,1
2013,NYC,Other Non Hispanic,F,55-64,1
2013,NYC,Other Non Hispanic,F,Total,2
2013,NYC,Other Non Hispanic,M,9-Jan,0
2013,NYC,Other Non Hispanic,M,19-Oct,0
2013,NYC,Other Non Hispanic,M,45-54,0
2013,NYC,Other Non Hispanic,M,55-64,0
2013,NYC,Other Non Hispanic,M,75-84,0
2013,NYC,Other Non Hispanic,M,85+,0
2013,NYC,Other Non Hispanic,M,<1,0
2013,NYC,Other Non Hispanic,M,20-24,1
2013,NYC,Other Non Hispanic,M,25-34,1
2013,NYC,Other Non Hispanic,M,65-74,1
2013,NYC,Other Non Hispanic,M,35-44,4
2013,NYC,Other Non Hispanic,M,Total,7
2013,NYC,White Non Hispanic,F,9-Jan,0
2013,NYC,White Non Hispanic,F,19-Oct,0
2013,NYC,White Non Hispanic,F,85+,0
2013,NYC,White Non Hispanic,F,<1,0
2013,NYC,White Non Hispanic,F,20-24,3
2013,NYC,White Non Hispanic,F,75-84,3
2013,NYC,White Non Hispanic,F,65-74,5
2013,NYC,White Non Hispanic,F,25-34,7
2013,NYC,White Non Hispanic,F,35-44,14
2013,NYC,White Non Hispanic,F,55-64,15
2013,NYC,White Non Hispanic,F,45-54,20
2013,NYC,White Non Hispanic,F,Total,67
2013,NYC,White Non Hispanic,M,9-Jan,0
2013,NYC,White Non Hispanic,M,<1,0
2013,NYC,White Non Hispanic,M,19-Oct,1
2013,NYC,White Non Hispanic,M,75-84,1
2013,NYC,White Non Hispanic,M,85+,1
2013,NYC,White Non Hispanic,M,65-74,5
2013,NYC,White Non Hispanic,M,20-24,13
2013,NYC,White Non Hispanic,M,55-64,32
2013,NYC,White Non Hispanic,M,35-44,35
2013,NYC,White Non Hispanic,M,25-34,45
2013,NYC,White Non Hispanic,M,45-54,50
2013,NYC,White Non Hispanic,M,Total,183
2013,ROS,Black Non Hispanic,F,19-Oct,0
2013,ROS,Black Non Hispanic,F,20-24,0
2013,ROS,Black Non Hispanic,F,65-74,0
2013,ROS,Black Non Hispanic,F,75-84,0
2013,ROS,Black Non Hispanic,F,85+,0
2013,ROS,Black Non Hispanic,F,<1,0
2013,ROS,Black Non Hispanic,F,9-Jan,1
2013,ROS,Black Non Hispanic,F,25-34,2
2013,ROS,Black Non Hispanic,F,35-44,2
2013,ROS,Black Non Hispanic,F,55-64,7
2013,ROS,Black Non Hispanic,F,45-54,8
2013,ROS,Black Non Hispanic,F,Total,20
2013,ROS,Black Non Hispanic,M,9-Jan,0
2013,ROS,Black Non Hispanic,M,19-Oct,0
2013,ROS,Black Non Hispanic,M,75-84,0
2013,ROS,Black Non Hispanic,M,85+,0
2013,ROS,Black Non Hispanic,M,<1,0
2013,ROS,Black Non Hispanic,M,65-74,2
2013,ROS,Black Non Hispanic,M,20-24,3
2013,ROS,Black Non Hispanic,M,25-34,4
2013,ROS,Black Non Hispanic,M,35-44,8
2013,ROS,Black Non Hispanic,M,55-64,12
2013,ROS,Black Non Hispanic,M,45-54,13
2013,ROS,Black Non Hispanic,M,Total,42
2013,ROS,Hispanic,F,9-Jan,0
2013,ROS,Hispanic,F,19-Oct,0
2013,ROS,Hispanic,F,65-74,0
2013,ROS,Hispanic,F,75-84,0
2013,ROS,Hispanic,F,85+,0
2013,ROS,Hispanic,F,<1,0
2013,ROS,Hispanic,F,20-24,1
2013,ROS,Hispanic,F,55-64,1
2013,ROS,Hispanic,F,25-34,2
2013,ROS,Hispanic,F,35-44,4
2013,ROS,Hispanic,F,45-54,5
2013,ROS,Hispanic,F,Total,13
2013,ROS,Hispanic,M,9-Jan,0
2013,ROS,Hispanic,M,75-84,0
2013,ROS,Hispanic,M,85+,0
2013,ROS,Hispanic,M,<1,0
2013,ROS,Hispanic,M,65-74,1
2013,ROS,Hispanic,M,20-24,4
2013,ROS,Hispanic,M,19-Oct,5
2013,ROS,Hispanic,M,55-64,6
2013,ROS,Hispanic,M,45-54,13
2013,ROS,Hispanic,M,35-44,16
2013,ROS,Hispanic,M,25-34,19
2013,ROS,Hispanic,M,Total,64
2013,ROS,Not Stated,F,9-Jan,0
2013,ROS,Not Stated,F,19-Oct,0
2013,ROS,Not Stated,F,25-34,0
2013,ROS,Not Stated,F,45-54,0
2013,ROS,Not Stated,F,55-64,0
2013,ROS,Not Stated,F,65-74,0
2013,ROS,Not Stated,F,75-84,0
2013,ROS,Not Stated,F,85+,0
2013,ROS,Not Stated,F,<1,0
2013,ROS,Not Stated,F,Total,0
2013,ROS,Not Stated,M,9-Jan,0
2013,ROS,Not Stated,M,19-Oct,0
2013,ROS,Not Stated,M,25-34,0
2013,ROS,Not Stated,M,35-44,0
2013,ROS,Not Stated,M,45-54,0
2013,ROS,Not Stated,M,65-74,0
2013,ROS,Not Stated,M,75-84,0
2013,ROS,Not Stated,M,85+,0
2013,ROS,Not Stated,M,<1,0
2013,ROS,Not Stated,M,20-24,1
2013,ROS,Not Stated,M,55-64,1
2013,ROS,Not Stated,M,Total,2
2013,ROS,Other Non Hispanic,F,9-Jan,0
2013,ROS,Other Non Hispanic,F,19-Oct,0
2013,ROS,Other Non Hispanic,F,20-24,0
2013,ROS,Other Non Hispanic,F,25-34,0
2013,ROS,Other Non Hispanic,F,35-44,0
2013,ROS,Other Non Hispanic,F,45-54,0
2013,ROS,Other Non Hispanic,F,55-64,0
2013,ROS,Other Non Hispanic,F,65-74,0
2013,ROS,Other Non Hispanic,F,75-84,0
2013,ROS,Other Non Hispanic,F,85+,0
2013,ROS,Other Non Hispanic,F,<1,0
2013,ROS,Other Non Hispanic,F,Total,0
2013,ROS,Other Non Hispanic,M,9-Jan,0
2013,ROS,Other Non Hispanic,M,19-Oct,0
2013,ROS,Other Non Hispanic,M,45-54,0
2013,ROS,Other Non Hispanic,M,55-64,0
2013,ROS,Other Non Hispanic,M,65-74,0
2013,ROS,Other Non Hispanic,M,75-84,0
2013,ROS,Other Non Hispanic,M,85+,0
2013,ROS,Other Non Hispanic,M,<1,0
2013,ROS,Other Non Hispanic,M,35-44,1
2013,ROS,Other Non Hispanic,M,20-24,2
2013,ROS,Other Non Hispanic,M,25-34,3
2013,ROS,Other Non Hispanic,M,Total,6
2013,ROS,White Non Hispanic,F,9-Jan,0
2013,ROS,White Non Hispanic,F,85+,0
2013,ROS,White Non Hispanic,F,<1,0
2013,ROS,White Non Hispanic,F,75-84,6
2013,ROS,White Non Hispanic,F,19-Oct,7
2013,ROS,White Non Hispanic,F,65-74,8
2013,ROS,White Non Hispanic,F,20-24,26
2013,ROS,White Non Hispanic,F,55-64,50
2013,ROS,White Non Hispanic,F,25-34,51
2013,ROS,White Non Hispanic,F,35-44,52
2013,ROS,White Non Hispanic,F,45-54,98
2013,ROS,White Non Hispanic,F,Total,298
2013,ROS,White Non Hispanic,M,9-Jan,1
2013,ROS,White Non Hispanic,M,75-84,1
2013,ROS,White Non Hispanic,M,85+,1
2013,ROS,White Non Hispanic,M,<1,1
2013,ROS,White Non Hispanic,M,19-Oct,14
2013,ROS,White Non Hispanic,M,65-74,14
2013,ROS,White Non Hispanic,M,55-64,78
2013,ROS,White Non Hispanic,M,20-24,93
2013,ROS,White Non Hispanic,M,35-44,120
2013,ROS,White Non Hispanic,M,45-54,120
2013,ROS,White Non Hispanic,M,25-34,207
2013,ROS,White Non Hispanic,M,Total,650
2014,NYC,Black Non Hispanic,F,19-Oct,0
2014,NYC,Black Non Hispanic,F,20-24,0
2014,NYC,Black Non Hispanic,F,75-84,0
2014,NYC,Black Non Hispanic,F,85+,0
2014,NYC,Black Non Hispanic,F,<1,0
2014,NYC,Black Non Hispanic,F,9-Jan,1
2014,NYC,Black Non Hispanic,F,25-34,3
2014,NYC,Black Non Hispanic,F,65-74,3
2014,NYC,Black Non Hispanic,F,35-44,4
2014,NYC,Black Non Hispanic,F,55-64,10
2014,NYC,Black Non Hispanic,F,45-54,16
2014,NYC,Black Non Hispanic,F,Total,37
2014,NYC,Black Non Hispanic,M,9-Jan,0
2014,NYC,Black Non Hispanic,M,19-Oct,0
2014,NYC,Black Non Hispanic,M,20-24,0
2014,NYC,Black Non Hispanic,M,75-84,0
2014,NYC,Black Non Hispanic,M,85+,0
2014,NYC,Black Non Hispanic,M,<1,0
2014,NYC,Black Non Hispanic,M,65-74,3
2014,NYC,Black Non Hispanic,M,25-34,4
2014,NYC,Black Non Hispanic,M,35-44,6
2014,NYC,Black Non Hispanic,M,55-64,16
2014,NYC,Black Non Hispanic,M,45-54,19
2014,NYC,Black Non Hispanic,M,Total,48
2014,NYC,Hispanic,F,9-Jan,0
2014,NYC,Hispanic,F,19-Oct,0
2014,NYC,Hispanic,F,20-24,0
2014,NYC,Hispanic,F,75-84,0
2014,NYC,Hispanic,F,85+,0
2014,NYC,Hispanic,F,<1,0
2014,NYC,Hispanic,F,65-74,1
2014,NYC,Hispanic,F,25-34,5
2014,NYC,Hispanic,F,45-54,6
2014,NYC,Hispanic,F,55-64,6
2014,NYC,Hispanic,F,35-44,9
2014,NYC,Hispanic,F,Total,27
2014,NYC,Hispanic,M,9-Jan,0
2014,NYC,Hispanic,M,85+,0
2014,NYC,Hispanic,M,<1,0
2014,NYC,Hispanic,M,19-Oct,1
2014,NYC,Hispanic,M,75-84,1
2014,NYC,Hispanic,M,65-74,3
2014,NYC,Hispanic,M,20-24,7
2014,NYC,Hispanic,M,25-34,16
2014,NYC,Hispanic,M,55-64,20
2014,NYC,Hispanic,M,35-44,22
2014,NYC,Hispanic,M,45-54,30
2014,NYC,Hispanic,M,Total,100
2014,NYC,Not Stated,F,9-Jan,0
2014,NYC,Not Stated,F,19-Oct,0
2014,NYC,Not Stated,F,20-24,0
2014,NYC,Not Stated,F,25-34,0
2014,NYC,Not Stated,F,65-74,0
2014,NYC,Not Stated,F,75-84,0
2014,NYC,Not Stated,F,85+,0
2014,NYC,Not Stated,F,<1,0
2014,NYC,Not Stated,F,45-54,1
2014,NYC,Not Stated,F,35-44,2
2014,NYC,Not Stated,F,55-64,2
2014,NYC,Not Stated,F,Total,5
2014,NYC,Not Stated,M,9-Jan,0
2014,NYC,Not Stated,M,19-Oct,0
2014,NYC,Not Stated,M,65-74,0
2014,NYC,Not Stated,M,75-84,0
2014,NYC,Not Stated,M,85+,0
2014,NYC,Not Stated,M,<1,0
2014,NYC,Not Stated,M,20-24,1
2014,NYC,Not Stated,M,45-54,1
2014,NYC,Not Stated,M,25-34,2
2014,NYC,Not Stated,M,35-44,2
2014,NYC,Not Stated,M,55-64,2
2014,NYC,Not Stated,M,Total,8
2014,NYC,Other Non Hispanic,F,9-Jan,0
2014,NYC,Other Non Hispanic,F,20-24,0
2014,NYC,Other Non Hispanic,F,25-34,0
2014,NYC,Other Non Hispanic,F,35-44,0
2014,NYC,Other Non Hispanic,F,65-74,0
2014,NYC,Other Non Hispanic,F,75-84,0
2014,NYC,Other Non Hispanic,F,85+,0
2014,NYC,Other Non Hispanic,F,<1,0
2014,NYC,Other Non Hispanic,F,55-64,1
2014,NYC,Other Non Hispanic,F,19-Oct,2
2014,NYC,Other Non Hispanic,F,45-54,2
2014,NYC,Other Non Hispanic,F,Total,5
2014,NYC,Other Non Hispanic,M,9-Jan,0
2014,NYC,Other Non Hispanic,M,19-Oct,0
2014,NYC,Other Non Hispanic,M,25-34,0
2014,NYC,Other Non Hispanic,M,45-54,0
2014,NYC,Other Non Hispanic,M,55-64,0
2014,NYC,Other Non Hispanic,M,65-74,0
2014,NYC,Other Non Hispanic,M,75-84,0
2014,NYC,Other Non Hispanic,M,85+,0
2014,NYC,Other Non Hispanic,M,<1,0
2014,NYC,Other Non Hispanic,M,20-24,1
2014,NYC,Other Non Hispanic,M,35-44,3
2014,NYC,Other Non Hispanic,M,Total,4
2014,NYC,White Non Hispanic,F,9-Jan,0
2014,NYC,White Non Hispanic,F,85+,0
2014,NYC,White Non Hispanic,F,<1,0
2014,NYC,White Non Hispanic,F,75-84,1
2014,NYC,White Non Hispanic,F,19-Oct,2
2014,NYC,White Non Hispanic,F,65-74,3
2014,NYC,White Non Hispanic,F,35-44,7
2014,NYC,White Non Hispanic,F,20-24,9
2014,NYC,White Non Hispanic,F,55-64,17
2014,NYC,White Non Hispanic,F,25-34,20
2014,NYC,White Non Hispanic,F,45-54,24
2014,NYC,White Non Hispanic,F,Total,83
2014,NYC,White Non Hispanic,M,9-Jan,0
2014,NYC,White Non Hispanic,M,75-84,0
2014,NYC,White Non Hispanic,M,<1,0
2014,NYC,White Non Hispanic,M,85+,1
2014,NYC,White Non Hispanic,M,19-Oct,5
2014,NYC,White Non Hispanic,M,65-74,5
2014,NYC,White Non Hispanic,M,20-24,21
2014,NYC,White Non Hispanic,M,55-64,27
2014,NYC,White Non Hispanic,M,45-54,51
2014,NYC,White Non Hispanic,M,35-44,57
2014,NYC,White Non Hispanic,M,25-34,62
2014,NYC,White Non Hispanic,M,Total,229
2014,ROS,Black Non Hispanic,F,9-Jan,0
2014,ROS,Black Non Hispanic,F,19-Oct,0
2014,ROS,Black Non Hispanic,F,75-84,0
2014,ROS,Black Non Hispanic,F,85+,0
2014,ROS,Black Non Hispanic,F,<1,0
2014,ROS,Black Non Hispanic,F,20-24,1
2014,ROS,Black Non Hispanic,F,65-74,1
2014,ROS,Black Non Hispanic,F,35-44,4
2014,ROS,Black Non Hispanic,F,55-64,4
2014,ROS,Black Non Hispanic,F,45-54,5
2014,ROS,Black Non Hispanic,F,25-34,6
2014,ROS,Black Non Hispanic,F,Total,21
2014,ROS,Black Non Hispanic,M,9-Jan,0
2014,ROS,Black Non Hispanic,M,19-Oct,0
2014,ROS,Black Non Hispanic,M,65-74,0
2014,ROS,Black Non Hispanic,M,75-84,0
2014,ROS,Black Non Hispanic,M,85+,0
2014,ROS,Black Non Hispanic,M,<1,0
2014,ROS,Black Non Hispanic,M,20-24,1
2014,ROS,Black Non Hispanic,M,25-34,8
2014,ROS,Black Non Hispanic,M,35-44,9
2014,ROS,Black Non Hispanic,M,45-54,12
2014,ROS,Black Non Hispanic,M,55-64,12
2014,ROS,Black Non Hispanic,M,Total,42
2014,ROS,Hispanic,F,9-Jan,0
2014,ROS,Hispanic,F,19-Oct,0
2014,ROS,Hispanic,F,55-64,0
2014,ROS,Hispanic,F,65-74,0
2014,ROS,Hispanic,F,75-84,0
2014,ROS,Hispanic,F,85+,0
2014,ROS,Hispanic,F,<1,0
2014,ROS,Hispanic,F,20-24,1
2014,ROS,Hispanic,F,25-34,5
2014,ROS,Hispanic,F,35-44,7
2014,ROS,Hispanic,F,45-54,9
2014,ROS,Hispanic,F,Total,22
2014,ROS,Hispanic,M,9-Jan,0
2014,ROS,Hispanic,M,19-Oct,0
2014,ROS,Hispanic,M,75-84,0
2014,ROS,Hispanic,M,85+,0
2014,ROS,Hispanic,M,<1,0
2014,ROS,Hispanic,M,65-74,1
2014,ROS,Hispanic,M,55-64,3
2014,ROS,Hispanic,M,20-24,4
2014,ROS,Hispanic,M,45-54,14
2014,ROS,Hispanic,M,25-34,15
2014,ROS,Hispanic,M,35-44,19
2014,ROS,Hispanic,M,Total,56
2014,ROS,Not Stated,F,19-Oct,0
2014,ROS,Not Stated,F,25-34,0
2014,ROS,Not Stated,F,35-44,0
2014,ROS,Not Stated,F,45-54,0
2014,ROS,Not Stated,F,55-64,0
2014,ROS,Not Stated,F,65-74,0
2014,ROS,Not Stated,F,75-84,0
2014,ROS,Not Stated,F,85+,0
2014,ROS,Not Stated,F,<1,0
2014,ROS,Not Stated,F,Total,0
2014,ROS,Not Stated,M,9-Jan,0
2014,ROS,Not Stated,M,19-Oct,0
2014,ROS,Not Stated,M,20-24,0
2014,ROS,Not Stated,M,35-44,0
2014,ROS,Not Stated,M,45-54,0
2014,ROS,Not Stated,M,55-64,0
2014,ROS,Not Stated,M,65-74,0
2014,ROS,Not Stated,M,75-84,0
2014,ROS,Not Stated,M,85+,0
2014,ROS,Not Stated,M,<1,0
2014,ROS,Not Stated,M,25-34,2
2014,ROS,Not Stated,M,Total,2
2014,ROS,Other Non Hispanic,F,9-Jan,0
2014,ROS,Other Non Hispanic,F,19-Oct,0
2014,ROS,Other Non Hispanic,F,35-44,0
2014,ROS,Other Non Hispanic,F,45-54,0
2014,ROS,Other Non Hispanic,F,55-64,0
2014,ROS,Other Non Hispanic,F,65-74,0
2014,ROS,Other Non Hispanic,F,75-84,0
2014,ROS,Other Non Hispanic,F,85+,0
2014,ROS,Other Non Hispanic,F,<1,0
2014,ROS,Other Non Hispanic,F,20-24,1
2014,ROS,Other Non Hispanic,F,25-34,1
2014,ROS,Other Non Hispanic,F,Total,2
2014,ROS,Other Non Hispanic,M,9-Jan,0
2014,ROS,Other Non Hispanic,M,19-Oct,0
2014,ROS,Other Non Hispanic,M,35-44,0
2014,ROS,Other Non Hispanic,M,65-74,0
2014,ROS,Other Non Hispanic,M,75-84,0
2014,ROS,Other Non Hispanic,M,85+,0
2014,ROS,Other Non Hispanic,M,<1,0
2014,ROS,Other Non Hispanic,M,20-24,1
2014,ROS,Other Non Hispanic,M,45-54,1
2014,ROS,Other Non Hispanic,M,55-64,2
2014,ROS,Other Non Hispanic,M,25-34,4
2014,ROS,Other Non Hispanic,M,Total,8
2014,ROS,White Non Hispanic,F,9-Jan,0
2014,ROS,White Non Hispanic,F,<1,0
2014,ROS,White Non Hispanic,F,75-84,4
2014,ROS,White Non Hispanic,F,85+,4
2014,ROS,White Non Hispanic,F,19-Oct,7
2014,ROS,White Non Hispanic,F,65-74,13
2014,ROS,White Non Hispanic,F,20-24,27
2014,ROS,White Non Hispanic,F,55-64,60
2014,ROS,White Non Hispanic,F,25-34,66
2014,ROS,White Non Hispanic,F,35-44,69
2014,ROS,White Non Hispanic,F,45-54,81
2014,ROS,White Non Hispanic,F,Total,331
2014,ROS,White Non Hispanic,M,9-Jan,0
2014,ROS,White Non Hispanic,M,75-84,0
2014,ROS,White Non Hispanic,M,85+,0
2014,ROS,White Non Hispanic,M,<1,0
2014,ROS,White Non Hispanic,M,19-Oct,9
2014,ROS,White Non Hispanic,M,65-74,10
2014,ROS,White Non Hispanic,M,55-64,72
2014,ROS,White Non Hispanic,M,20-24,89
2014,ROS,White Non Hispanic,M,35-44,128
2014,ROS,White Non Hispanic,M,45-54,148
2014,ROS,White Non Hispanic,M,25-34,213
2014,ROS,White Non Hispanic,M,Total,669
2015,NYC,Black Non Hispanic,F,9-Jan,0
2015,NYC,Black Non Hispanic,F,19-Oct,0
2015,NYC,Black Non Hispanic,F,65-74,0
2015,NYC,Black Non Hispanic,F,75-84,0
2015,NYC,Black Non Hispanic,F,85+,0
2015,NYC,Black Non Hispanic,F,<1,0
2015,NYC,Black Non Hispanic,F,20-24,1
2015,NYC,Black Non Hispanic,F,35-44,3
2015,NYC,Black Non Hispanic,F,25-34,4
2015,NYC,Black Non Hispanic,F,55-64,10
2015,NYC,Black Non Hispanic,F,45-54,15
2015,NYC,Black Non Hispanic,F,Total,33
2015,NYC,Black Non Hispanic,M,9-Jan,0
2015,NYC,Black Non Hispanic,M,19-Oct,0
2015,NYC,Black Non Hispanic,M,20-24,0
2015,NYC,Black Non Hispanic,M,75-84,0
2015,NYC,Black Non Hispanic,M,85+,0
2015,NYC,Black Non Hispanic,M,<1,0
2015,NYC,Black Non Hispanic,M,65-74,7
2015,NYC,Black Non Hispanic,M,35-44,9
2015,NYC,Black Non Hispanic,M,25-34,11
2015,NYC,Black Non Hispanic,M,45-54,21
2015,NYC,Black Non Hispanic,M,55-64,22
2015,NYC,Black Non Hispanic,M,Total,70
2015,NYC,Hispanic,F,9-Jan,0
2015,NYC,Hispanic,F,75-84,0
2015,NYC,Hispanic,F,85+,0
2015,NYC,Hispanic,F,<1,0
2015,NYC,Hispanic,F,19-Oct,1
2015,NYC,Hispanic,F,65-74,3
2015,NYC,Hispanic,F,20-24,6
2015,NYC,Hispanic,F,55-64,8
2015,NYC,Hispanic,F,25-34,11
2015,NYC,Hispanic,F,35-44,15
2015,NYC,Hispanic,F,45-54,15
2015,NYC,Hispanic,F,Total,59
2015,NYC,Hispanic,M,9-Jan,0
2015,NYC,Hispanic,M,75-84,0
2015,NYC,Hispanic,M,85+,0
2015,NYC,Hispanic,M,<1,0
2015,NYC,Hispanic,M,19-Oct,1
2015,NYC,Hispanic,M,65-74,2
2015,NYC,Hispanic,M,20-24,12
2015,NYC,Hispanic,M,55-64,18
2015,NYC,Hispanic,M,25-34,36
2015,NYC,Hispanic,M,35-44,38
2015,NYC,Hispanic,M,45-54,52
2015,NYC,Hispanic,M,Total,159
2015,NYC,Not Stated,F,9-Jan,0
2015,NYC,Not Stated,F,19-Oct,0
2015,NYC,Not Stated,F,35-44,0
2015,NYC,Not Stated,F,65-74,0
2015,NYC,Not Stated,F,75-84,0
2015,NYC,Not Stated,F,85+,0
2015,NYC,Not Stated,F,<1,0
2015,NYC,Not Stated,F,20-24,1
2015,NYC,Not Stated,F,25-34,1
2015,NYC,Not Stated,F,45-54,2
2015,NYC,Not Stated,F,55-64,2
2015,NYC,Not Stated,F,Total,6
